state,month,population,median_income,initial_claims,Unemployment Rate,lfp_rate
Arkansas,2023/12/1,3069.463,63250,9533,3.5,57.9
Arkansas,2024/1/1,3088.354,63250,7059,3.4,58
Arkansas,2024/2/1,3088.354,63250,6936,3.4,58
Arkansas,2024/3/1,3088.354,63250,6254,3.4,58
Arkansas,2024/4/1,3088.354,63250,4769,3.4,58.1
Arkansas,2024/5/1,3088.354,63250,5120,3.4,58.2
Arkansas,2024/6/1,3088.354,63250,8938,3.4,58.2
Arkansas,2024/7/1,3088.354,63250,6786,3.4,58.3
Arkansas,2024/8/1,3088.354,63250,6957,3.5,58.3
Arkansas,2024/9/1,3088.354,63250,4399,3.5,58.4
Arkansas,2024/10/1,3088.354,63250,5446,3.6,58.4
Arkansas,2024/11/1,3088.354,63250,6930,3.6,58.3
Arkansas,2024/12/1,3088.354,63250,6460,3.6,58.3
California,1987/1/1,27777.158,72940,304990,6.5,66.4
California,1987/2/1,27777.158,72940,243921,6.3,66.5
California,1987/3/1,27777.158,72940,165052,6.2,66.5
California,1987/4/1,27777.158,72940,187248,6,66.3
California,1987/5/1,27777.158,72940,214118,5.9,66.8
California,1987/6/1,27777.158,72940,187458,5.8,67
California,1987/7/1,27777.158,72940,,5.7,67.7
California,1987/8/1,27777.158,72940,221447,5.6,67.8
California,1987/9/1,27777.158,72940,163046,5.6,66.9
California,1987/10/1,27777.158,72940,236022,5.5,67.3
California,1987/11/1,27777.158,72940,206820,5.5,67.2
California,1987/12/1,27777.158,72940,213264,5.4,67
California,1988/1/1,28464.249,70670,270593,5.4,66.9
California,1988/2/1,28464.249,70670,220574,5.3,67
California,1988/3/1,28464.249,70670,205381,5.3,66.8
California,1988/4/1,28464.249,70670,228914,5.3,66.8
California,1988/5/1,28464.249,70670,190524,5.3,67
California,1988/6/1,28464.249,70670,184815,5.3,67.6
California,1988/7/1,28464.249,70670,226786,5.3,68.2
California,1988/8/1,28464.249,70670,175457,5.3,68.2
California,1988/9/1,28464.249,70670,166408,5.3,67.4
California,1988/10/1,28464.249,70670,219497,5.2,67.6
California,1988/11/1,28464.249,70670,189989,5.2,67.6
California,1988/12/1,28464.249,70670,256840,5.1,67.3
California,1989/1/1,29218.164,73780,205804,5,67.4
California,1989/2/1,29218.164,73780,208386,5,67.3
California,1989/3/1,29218.164,73780,209610,5,67.2
California,1989/4/1,29218.164,73780,235048,5,67.3
California,1989/5/1,29218.164,73780,181194,5.1,67.4
California,1989/6/1,29218.164,73780,187054,5.1,68.1
California,1989/7/1,29218.164,73780,235082,5.1,68.5
California,1989/8/1,29218.164,73780,179659,5.2,68.3
California,1989/9/1,29218.164,73780,221944,5.2,67.5
California,1989/10/1,29218.164,73780,210965,5.2,67.7
California,1989/11/1,29218.164,73780,195828,5.2,67.7
California,1989/12/1,29218.164,73780,273684,5.2,67.2
California,1990/1/1,29950.111,70960,248475,5.2,67
California,1990/2/1,29950.111,70960,242874,5.2,67.1
California,1990/3/1,29950.111,70960,281761,5.2,67.1
California,1990/4/1,29950.111,70960,205998,5.3,67
California,1990/5/1,29950.111,70960,216324,5.4,67.2
California,1990/6/1,29950.111,70960,285010,5.5,67.5
California,1990/7/1,29950.111,70960,233117,5.7,68
California,1990/8/1,29950.111,70960,224690,5.9,67.7
California,1990/9/1,29950.111,70960,285383,6.1,67
California,1990/10/1,29950.111,70960,274654,6.4,67
California,1990/11/1,29950.111,70960,276755,6.6,66.7
California,1990/12/1,29950.111,70960,361935,6.9,66.6
California,1991/1/1,30414.114,69240,302204,7.2,66.2
California,1991/2/1,30414.114,69240,324449,7.4,66.4
California,1991/3/1,30414.114,69240,425882,7.6,66.3
California,1991/4/1,30414.114,69240,282500,7.7,66.3
California,1991/5/1,30414.114,69240,274448,7.8,66.1
California,1991/6/1,30414.114,69240,339048,7.8,66.8
California,1991/7/1,30414.114,69240,288060,7.8,67.1
California,1991/8/1,30414.114,69240,343774,7.9,66.8
California,1991/9/1,30414.114,69240,270204,7.9,66.4
California,1991/10/1,30414.114,69240,299593,8.1,66.4
California,1991/11/1,30414.114,69240,395884,8.2,66.1
California,1991/12/1,30414.114,69240,323203,8.4,66
California,1992/1/1,30875.92,70010,347307,8.6,66
California,1992/2/1,30875.92,70010,463136,8.8,66.2
California,1992/3/1,30875.92,70010,330965,8.9,66.2
California,1992/4/1,30875.92,70010,290090,9.1,66
California,1992/5/1,30875.92,70010,351729,9.2,66.2
California,1992/6/1,30875.92,70010,308774,9.4,67
California,1992/7/1,30875.92,70010,293407,9.5,67.4
California,1992/8/1,30875.92,70010,335320,9.7,67.2
California,1992/9/1,30875.92,70010,265062,9.8,66.5
California,1992/10/1,30875.92,70010,337958,9.8,66.3
California,1992/11/1,30875.92,70010,258888,9.8,66.3
California,1992/12/1,30875.92,70010,275522,9.8,66.2
California,1993/1/1,31147.208,66700,373971,9.8,65.8
California,1993/2/1,31147.208,66700,296078,9.8,66
California,1993/3/1,31147.208,66700,265750,9.7,65.7
California,1993/4/1,31147.208,66700,239233,9.7,65.4
California,1993/5/1,31147.208,66700,287865,9.6,65.7
California,1993/6/1,31147.208,66700,236600,9.6,66.3
California,1993/7/1,31147.208,66700,291246,9.5,66.7
California,1993/8/1,31147.208,66700,221649,9.5,66.5
California,1993/9/1,31147.208,66700,208825,9.4,65.7
California,1993/10/1,31147.208,66700,310704,9.4,65.9
California,1993/11/1,31147.208,66700,252766,9.3,65.7
California,1993/12/1,31147.208,66700,258908,9.3,65.6
California,1994/1/1,31317.179,67680,321186,9.3,65.8
California,1994/2/1,31317.179,67680,290037,9.2,65.9
California,1994/3/1,31317.179,67680,256810,9.1,65.7
California,1994/4/1,31317.179,67680,300399,9,65.4
California,1994/5/1,31317.179,67680,266965,8.9,65.6
California,1994/6/1,31317.179,67680,263312,8.8,65.8
California,1994/7/1,31317.179,67680,316300,8.6,66.3
California,1994/8/1,31317.179,67680,245342,8.5,66.3
California,1994/9/1,31317.179,67680,233124,8.4,65.7
California,1994/10/1,31317.179,67680,322661,8.2,65.9
California,1994/11/1,31317.179,67680,285582,8,65.6
California,1994/12/1,31317.179,67680,339522,7.9,65.3
California,1995/1/1,31493.525,69250,320049,7.8,65.2
California,1995/2/1,31493.525,69250,299857,7.8,65.3
California,1995/3/1,31493.525,69250,287007,7.8,65.3
California,1995/4/1,31493.525,69250,322311,7.9,65.3
California,1995/5/1,31493.525,69250,258960,8,65.2
California,1995/6/1,31493.525,69250,244994,8,65.6
California,1995/7/1,31493.525,69250,308615,8,66.3
California,1995/8/1,31493.525,69250,236138,8,66
California,1995/9/1,31493.525,69250,278131,7.9,65.6
California,1995/10/1,31493.525,69250,259492,7.9,65.8
California,1995/11/1,31493.525,69250,261086,7.9,65.5
California,1995/12/1,31493.525,69250,359287,7.8,65.2
California,1996/1/1,31780.829,70760,276904,7.8,65.1
California,1996/2/1,31780.829,70760,303574,7.8,65.4
California,1996/3/1,31780.829,70760,342525,7.7,65.5
California,1996/4/1,31780.829,70760,242315,7.6,65.2
California,1996/5/1,31780.829,70760,244562,7.5,65.4
California,1996/6/1,31780.829,70760,309471,7.3,65.7
California,1996/7/1,31780.829,70760,234474,7.2,66.5
California,1996/8/1,31780.829,70760,279173,7.1,66.1
California,1996/9/1,31780.829,70760,223137,7.1,65.9
California,1996/10/1,31780.829,70760,241597,7,66.2
California,1996/11/1,31780.829,70760,331571,7,66
California,1996/12/1,31780.829,70760,280112,7,65.8
California,1997/1/1,32217.708,70850,285492,6.9,65.7
California,1997/2/1,32217.708,70850,280790,6.8,65.8
California,1997/3/1,32217.708,70850,296435,6.7,66.2
California,1997/4/1,32217.708,70850,222335,6.6,65.8
California,1997/5/1,32217.708,70850,270443,6.5,66
California,1997/6/1,32217.708,70850,242828,6.4,66.4
California,1997/7/1,32217.708,70850,227358,6.3,66.9
California,1997/8/1,32217.708,70850,274318,6.2,66.8
California,1997/9/1,32217.708,70850,213507,6.2,66.5
California,1997/10/1,32217.708,70850,237483,6.1,66.5
California,1997/11/1,32217.708,70850,329532,6.1,66.4
California,1997/12/1,32217.708,70850,240501,6,66.5
California,1998/1/1,32682.794,72080,301076,6,66.2
California,1998/2/1,32682.794,72080,280338,6,66.4
California,1998/3/1,32682.794,72080,230522,6,66.7
California,1998/4/1,32682.794,72080,221201,6,66.1
California,1998/5/1,32682.794,72080,267335,6,66.3
California,1998/6/1,32682.794,72080,209613,6,66.6
California,1998/7/1,32682.794,72080,203009,6,67.1
California,1998/8/1,32682.794,72080,231984,6,66.8
California,1998/9/1,32682.794,72080,171988,6,66.8
California,1998/10/1,32682.794,72080,255036,5.9,66.8
California,1998/11/1,32682.794,72080,234361,5.9,66.6
California,1998/12/1,32682.794,72080,231279,5.8,66.6
California,1999/1/1,33145.121,75270,282706,5.7,66.4
California,1999/2/1,33145.121,75270,248014,5.6,66.5
California,1999/3/1,33145.121,75270,209136,5.5,66.4
California,1999/4/1,33145.121,75270,200114,5.4,66.1
California,1999/5/1,33145.121,75270,240008,5.3,66.1
California,1999/6/1,33145.121,75270,189853,5.3,66.5
California,1999/7/1,33145.121,75270,236243,5.2,66.9
California,1999/8/1,33145.121,75270,176275,5.2,66.6
California,1999/9/1,33145.121,75270,169006,5.1,66.4
California,1999/10/1,33145.121,75270,232954,5.1,66.6
California,1999/11/1,33145.121,75270,223321,5,66.5
California,1999/12/1,33145.121,75270,207224,5,66.7
California,2000/1/1,33987.977,78070,251034,5,66.7
California,2000/2/1,33987.977,78070,230165,5,67
California,2000/3/1,33987.977,78070,195040,5,67.1
California,2000/4/1,33987.977,78070,210723,5,67
California,2000/5/1,33987.977,78070,177936,5.1,66.9
California,2000/6/1,33987.977,78070,183486,5,67.3
California,2000/7/1,33987.977,78070,219742,5,67.5
California,2000/8/1,33987.977,78070,170999,4.9,67.4
California,2000/9/1,33987.977,78070,199727,4.9,67.1
California,2000/10/1,33987.977,78070,185132,4.8,67.3
California,2000/11/1,33987.977,78070,209746,4.7,67.2
California,2000/12/1,33987.977,78070,247074,4.7,67.4
California,2001/1/1,34479.458,77080,199601,4.7,67.3
California,2001/2/1,34479.458,77080,227302,4.8,67.4
California,2001/3/1,34479.458,77080,265217,4.9,67.5
California,2001/4/1,34479.458,77080,203310,5,67
California,2001/5/1,34479.458,77080,213421,5.1,66.7
California,2001/6/1,34479.458,77080,256066,5.2,67
California,2001/7/1,34479.458,77080,205169,5.4,67.3
California,2001/8/1,34479.458,77080,204308,5.6,66.9
California,2001/9/1,34479.458,77080,252614,5.9,66.9
California,2001/10/1,34479.458,77080,252083,6.1,67.1
California,2001/11/1,34479.458,77080,246703,6.3,67
California,2001/12/1,34479.458,77080,267514,6.5,67
California,2002/1/1,34871.843,76410,298085,6.6,66.6
California,2002/2/1,34871.843,76410,250111,6.7,67.1
California,2002/3/1,34871.843,76410,292303,6.7,66.9
California,2002/4/1,34871.843,76410,249711,6.7,66.6
California,2002/5/1,34871.843,76410,224457,6.7,66.5
California,2002/6/1,34871.843,76410,270988,6.7,66.7
California,2002/7/1,34871.843,76410,234443,6.7,66.9
California,2002/8/1,34871.843,76410,259324,6.7,66.7
California,2002/9/1,34871.843,76410,203850,6.8,66.7
California,2002/10/1,34871.843,76410,246733,6.8,66.7
California,2002/11/1,34871.843,76410,301768,6.8,66.3
California,2002/12/1,34871.843,76410,243241,6.9,66.3
California,2003/1/1,35253.159,77790,266438,6.9,66.1
California,2003/2/1,35253.159,77790,247387,6.9,66.3
California,2003/3/1,35253.159,77790,299519,7,66.1
California,2003/4/1,35253.159,77790,244953,7,65.9
California,2003/5/1,35253.159,77790,269879,7,65.6
California,2003/6/1,35253.159,77790,232783,7,66.2
California,2003/7/1,35253.159,77790,233188,7,66.1
California,2003/8/1,35253.159,77790,250424,7,65.8
California,2003/9/1,35253.159,77790,192496,6.9,65.6
California,2003/10/1,35253.159,77790,239386,6.8,65.8
California,2003/11/1,35253.159,77790,276517,6.7,65.8
California,2003/12/1,35253.159,77790,201377,6.6,65.5
California,2004/1/1,35574.576,75770,267149,6.6,65.5
California,2004/2/1,35574.576,75770,209946,6.5,65.6
California,2004/3/1,35574.576,75770,190110,6.5,65.6
California,2004/4/1,35574.576,75770,191074,6.5,65.2
California,2004/5/1,35574.576,75770,215641,6.4,65.2
California,2004/6/1,35574.576,75770,180855,6.3,65.6
California,2004/7/1,35574.576,75770,225728,6.2,65.9
California,2004/8/1,35574.576,75770,161417,6.1,65.6
California,2004/9/1,35574.576,75770,155326,6,65.4
California,2004/10/1,35574.576,75770,225691,5.9,65.7
California,2004/11/1,35574.576,75770,187793,5.9,65.7
California,2004/12/1,35574.576,75770,191106,5.8,65.5
California,2005/1/1,35827.943,77430,269359,5.8,65.1
California,2005/2/1,35827.943,77430,188559,5.7,65.5
California,2005/3/1,35827.943,77430,176622,5.6,65.3
California,2005/4/1,35827.943,77430,214357,5.5,65.3
California,2005/5/1,35827.943,77430,157553,5.4,65.3
California,2005/6/1,35827.943,77430,155786,5.3,65.6
California,2005/7/1,35827.943,77430,190764,5.3,66
California,2005/8/1,35827.943,77430,139638,5.3,65.9
California,2005/9/1,35827.943,77430,135319,5.3,65.7
California,2005/10/1,35827.943,77430,184802,5.2,65.7
California,2005/11/1,35827.943,77430,149825,5.2,65.5
California,2005/12/1,35827.943,77430,216362,5.1,65.3
California,2006/1/1,36021.202,80430,183285,5,64.9
California,2006/2/1,36021.202,80430,156780,5,65.2
California,2006/3/1,36021.202,80430,166222,4.9,65.2
California,2006/4/1,36021.202,80430,208171,4.9,65.1
California,2006/5/1,36021.202,80430,155223,4.9,65
California,2006/6/1,36021.202,80430,149041,4.9,65.4
California,2006/7/1,36021.202,80430,197553,4.9,65.8
California,2006/8/1,36021.202,80430,147634,4.9,65.6
California,2006/9/1,36021.202,80430,173840,4.8,65.4
California,2006/10/1,36021.202,80430,157313,4.8,65.6
California,2006/11/1,36021.202,80430,173578,4.8,65.7
California,2006/12/1,36021.202,80430,227451,4.9,65.7
California,2007/1/1,36250.311,79000,191487,4.9,65.4
California,2007/2/1,36250.311,79000,177222,5,65.6
California,2007/3/1,36250.311,79000,206108,5,65.6
California,2007/4/1,36250.311,79000,175297,5.1,65.3
California,2007/5/1,36250.311,79000,164205,5.1,65.3
California,2007/6/1,36250.311,79000,208498,5.2,65.8
California,2007/7/1,36250.311,79000,171785,5.3,66.2
California,2007/8/1,36250.311,79000,159369,5.4,65.8
California,2007/9/1,36250.311,79000,192381,5.6,65.9
California,2007/10/1,36250.311,79000,183500,5.7,65.8
California,2007/11/1,36250.311,79000,194747,5.7,66
California,2007/12/1,36250.311,79000,261422,5.8,65.9
California,2008/1/1,36604.337,77960,229647,5.9,65.6
California,2008/2/1,36604.337,77960,212019,6,65.6
California,2008/3/1,36604.337,77960,249302,6.2,65.7
California,2008/4/1,36604.337,77960,209600,6.4,65.5
California,2008/5/1,36604.337,77960,234694,6.7,65.7
California,2008/6/1,36604.337,77960,214749,7,66
California,2008/7/1,36604.337,77960,229805,7.3,66.4
California,2008/8/1,36604.337,77960,277604,7.6,66.2
California,2008/9/1,36604.337,77960,209354,7.9,66.1
California,2008/10/1,36604.337,77960,253252,8.3,66.3
California,2008/11/1,36604.337,77960,354615,8.8,66.1
California,2008/12/1,36604.337,77960,316567,9.3,66
California,2009/1/1,36961.229,77070,408518,9.9,65.7
California,2009/2/1,36961.229,77070,325293,10.4,65.9
California,2009/3/1,36961.229,77070,313002,10.8,65.8
California,2009/4/1,36961.229,77070,303333,11.1,65.5
California,2009/5/1,36961.229,77070,334338,11.4,65.3
California,2009/6/1,36961.229,77070,311837,11.6,65.6
California,2009/7/1,36961.229,77070,319765,11.7,65.7
California,2009/8/1,36961.229,77070,342572,11.9,65.3
California,2009/9/1,36961.229,77070,274512,12,64.9
California,2009/10/1,36961.229,77070,361615,12.1,64.8
California,2009/11/1,36961.229,77070,287763,12.2,64.6
California,2009/12/1,36961.229,77070,296713,12.3,64.2
California,2010/1/1,37319.55,73520,430302,12.4,64.4
California,2010/2/1,37319.55,73520,300488,12.4,64.5
California,2010/3/1,37319.55,73520,291587,12.4,64.6
California,2010/4/1,37319.55,73520,323685,12.4,64.4
California,2010/5/1,37319.55,73520,353815,12.3,64.1
California,2010/6/1,37319.55,73520,296179,12.3,64.1
California,2010/7/1,37319.55,73520,390937,12.2,64.4
California,2010/8/1,37319.55,73520,273766,12.3,64.3
California,2010/9/1,37319.55,73520,252488,12.3,64.2
California,2010/10/1,37319.55,73520,347505,12.3,63.8
California,2010/11/1,37319.55,73520,276656,12.3,63.9
California,2010/12/1,37319.55,73520,314142,12.2,63.5
California,2011/1/1,37636.311,70100,378406,12.1,63.4
California,2011/2/1,37636.311,70100,266977,12,63.4
California,2011/3/1,37636.311,70100,257682,11.9,63.4
California,2011/4/1,37636.311,70100,327475,11.9,63.2
California,2011/5/1,37636.311,70100,250800,11.9,63.2
California,2011/6/1,37636.311,70100,269009,11.9,63.4
California,2011/7/1,37636.311,70100,333033,11.8,63.5
California,2011/8/1,37636.311,70100,230347,11.8,63.5
California,2011/9/1,37636.311,70100,219324,11.6,63.7
California,2011/10/1,37636.311,70100,318151,11.5,63.5
California,2011/11/1,37636.311,70100,239166,11.3,63.3
California,2011/12/1,37636.311,70100,332221,11.1,63.1
California,2012/1/1,37944.551,73480,280685,11,62.8
California,2012/2/1,37944.551,73480,245319,10.9,63.2
California,2012/3/1,37944.551,73480,277172,10.8,63.1
California,2012/4/1,37944.551,73480,245132,10.7,62.7
California,2012/5/1,37944.551,73480,226814,10.7,63
California,2012/6/1,37944.551,73480,309253,10.5,63.2
California,2012/7/1,37944.551,73480,241800,10.4,63.3
California,2012/8/1,37944.551,73480,212860,10.2,63
California,2012/9/1,37944.551,73480,253239,10.1,63.1
California,2012/10/1,37944.551,73480,228708,9.9,63.3
California,2012/11/1,37944.551,73480,207644,9.8,63
California,2012/12/1,37944.551,73480,301826,9.7,62.9
California,2013/1/1,38253.768,77400,251190,9.6,62.9
California,2013/2/1,38253.768,77400,238604,9.5,62.9
California,2013/3/1,38253.768,77400,265233,9.4,62.7
California,2013/4/1,38253.768,77400,208694,9.3,62.5
California,2013/5/1,38253.768,77400,209906,9.2,62.7
California,2013/6/1,38253.768,77400,272951,9.1,63
California,2013/7/1,38253.768,77400,224244,9,63.1
California,2013/8/1,38253.768,77400,237245,8.9,62.8
California,2013/9/1,38253.768,77400,133554,8.8,62.9
California,2013/10/1,38253.768,77400,291225,8.6,62.4
California,2013/11/1,38253.768,77400,318858,8.5,62.4
California,2013/12/1,38253.768,77400,283561,8.4,62
California,2014/1/1,38586.706,75930,265494,8.2,62.1
California,2014/2/1,38586.706,75930,261742,8.1,62.4
California,2014/3/1,38586.706,75930,300410,8,62.5
California,2014/4/1,38586.706,75930,244944,7.8,61.9
California,2014/5/1,38586.706,75930,265818,7.7,62.2
California,2014/6/1,38586.706,75930,240234,7.6,62.3
California,2014/7/1,38586.706,75930,223285,7.5,62.6
California,2014/8/1,38586.706,75930,242092,7.4,62.5
California,2014/9/1,38586.706,75930,176688,7.3,62.5
California,2014/10/1,38586.706,75930,194403,7.2,62.6
California,2014/11/1,38586.706,75930,252381,7.1,62.5
California,2014/12/1,38586.706,75930,217023,6.9,62.1
California,2015/1/1,38904.296,79940,269159,6.8,62.2
California,2015/2/1,38904.296,79940,198505,6.7,62.4
California,2015/3/1,38904.296,79940,180047,6.6,62.2
California,2015/4/1,38904.296,79940,188605,6.5,62.1
California,2015/5/1,38904.296,79940,211063,6.4,62.4
California,2015/6/1,38904.296,79940,182340,6.3,62.2
California,2015/7/1,38904.296,79940,194801,6.1,62.4
California,2015/8/1,38904.296,79940,214935,6,62.1
California,2015/9/1,38904.296,79940,159708,5.9,62
California,2015/10/1,38904.296,79940,224293,5.8,62.1
California,2015/11/1,38904.296,79940,180802,5.8,62.1
California,2015/12/1,38904.296,79940,207974,5.7,61.9
California,2016/1/1,39149.186,82980,277893,5.7,61.9
California,2016/2/1,39149.186,82980,185119,5.6,62.3
California,2016/3/1,39149.186,82980,179407,5.6,62.4
California,2016/4/1,39149.186,82980,224975,5.5,62
California,2016/5/1,39149.186,82980,170270,5.5,62
California,2016/6/1,39149.186,82980,183737,5.5,62.2
California,2016/7/1,39149.186,82980,214715,5.5,62.5
California,2016/8/1,39149.186,82980,164333,5.5,62.3
California,2016/9/1,39149.186,82980,152639,5.5,62.5
California,2016/10/1,39149.186,82980,218512,5.5,62.4
California,2016/11/1,39149.186,82980,182799,5.4,62.2
California,2016/12/1,39149.186,82980,245487,5.4,61.9
California,2017/1/1,39337.785,85710,220673,5.3,62.1
California,2017/2/1,39337.785,85710,187397,5.1,62.4
California,2017/3/1,39337.785,85710,174581,5,62.5
California,2017/4/1,39337.785,85710,215283,5,62.1
California,2017/5/1,39337.785,85710,161493,4.9,62.1
California,2017/6/1,39337.785,85710,164679,4.8,62.2
California,2017/7/1,39337.785,85710,215914,4.8,62.6
California,2017/8/1,39337.785,85710,153257,4.8,62.4
California,2017/9/1,39337.785,85710,184837,4.7,62.7
California,2017/10/1,39337.785,85710,168019,4.6,62.2
California,2017/11/1,39337.785,85710,175477,4.5,62.2
California,2017/12/1,39337.785,85710,230382,4.5,61.9
California,2018/1/1,39437.463,84560,207063,4.4,61.9
California,2018/2/1,39437.463,84560,156143,4.3,62.5
California,2018/3/1,39437.463,84560,207700,4.3,62.4
California,2018/4/1,39437.463,84560,166711,4.2,62
California,2018/5/1,39437.463,84560,157536,4.2,62.2
California,2018/6/1,39437.463,84560,204492,4.2,62.3
California,2018/7/1,39437.463,84560,152611,4.2,62.6
California,2018/8/1,39437.463,84560,147337,4.2,62.1
California,2018/9/1,39437.463,84560,167945,4.2,62.4
California,2018/10/1,39437.463,84560,156506,4.3,62.4
California,2018/11/1,39437.463,84560,158203,4.3,62.5
California,2018/12/1,39437.463,84560,236790,4.3,62.3
California,2019/1/1,39437.61,92330,197785,4.3,62.3
California,2019/2/1,39437.61,92330,171719,4.3,62.6
California,2019/3/1,39437.61,92330,201469,4.2,62.5
California,2019/4/1,39437.61,92330,159868,4.1,61.8
California,2019/5/1,39437.61,92330,153713,4,62
California,2019/6/1,39437.61,92330,201622,4,62.1
California,2019/7/1,39437.61,92330,152034,4,62.6
California,2019/8/1,39437.61,92330,181829,4,62.4
California,2019/9/1,39437.61,92330,133808,4,62.7
California,2019/10/1,39437.61,92330,153780,4,62.7
California,2019/11/1,39437.61,92330,211487,4.1,62.8
California,2019/12/1,39437.61,92330,180199,4.1,62.7
California,2020/1/1,39521.958,90840,199167,4.3,62.9
California,2020/2/1,39521.958,90840,203952,4.4,63.4
California,2020/3/1,39521.958,90840,1345649,5.5,62.1
California,2020/4/1,39521.958,90840,2427989,16.1,59.8
California,2020/5/1,39521.958,90840,1205251,15.8,59
California,2020/6/1,39521.958,90840,1059116,13.8,61
California,2020/7/1,39521.958,90840,1083952,13.1,61.2
California,2020/8/1,39521.958,90840,1031385,11.8,60.8
California,2020/9/1,39521.958,90840,866807,9.9,60.1
California,2020/10/1,39521.958,90840,788828,9.3,60.1
California,2020/11/1,39521.958,90840,615167,9,60
California,2020/12/1,39521.958,90840,710505,9,59.9
California,2021/1/1,39142.565,91350,628333,8.7,59.9
California,2021/2/1,39142.565,91350,456985,8.6,60.5
California,2021/3/1,39142.565,91350,418498,8.5,60.7
California,2021/4/1,39142.565,91350,302312,8.4,60.6
California,2021/5/1,39142.565,91350,354027,8,60.8
California,2021/6/1,39142.565,91350,241058,7.9,61.2
California,2021/7/1,39142.565,91350,298953,7.4,61.6
California,2021/8/1,39142.565,91350,249873,7,61.4
California,2021/9/1,39142.565,91350,256677,6.5,61.5
California,2021/10/1,39142.565,91350,319012,6.1,61.6
California,2021/11/1,39142.565,91350,214123,5.7,61.7
California,2021/12/1,39142.565,91350,216324,5.4,61.4
California,2022/1/1,39142.414,88690,279714,5.2,61.7
California,2022/2/1,39142.414,88690,174786,4.8,62
California,2022/3/1,39142.414,88690,169864,4.5,62.1
California,2022/4/1,39142.414,88690,220365,4.3,61.4
California,2022/5/1,39142.414,88690,170257,4.1,61.6
California,2022/6/1,39142.414,88690,171903,4,61.5
California,2022/7/1,39142.414,88690,207770,3.9,61.7
California,2022/8/1,39142.414,88690,155127,3.8,61.7
California,2022/9/1,39142.414,88690,139035,4,61.9
California,2022/10/1,39142.414,88690,192162,4.2,61.9
California,2022/11/1,39142.414,88690,170935,4.3,61.8
California,2022/12/1,39142.414,88690,227318,4.4,61.7
California,2023/1/1,39198.693,89870,217206,4.4,61.7
California,2023/2/1,39198.693,89870,184389,4.5,62.3
California,2023/3/1,39198.693,89870,189711,4.5,62.4
California,2023/4/1,39198.693,89870,222149,4.5,61.8
California,2023/5/1,39198.693,89870,177840,4.6,62
California,2023/6/1,39198.693,89870,193486,4.6,62
California,2023/7/1,39198.693,89870,223264,4.7,62.3
California,2023/8/1,39198.693,89870,157807,4.8,62.3
California,2023/9/1,39198.693,89870,186702,4.9,62.5
California,2023/10/1,39198.693,89870,165556,5,62.3
California,2023/11/1,39198.693,89870,177860,5.1,62.4
California,2023/12/1,39198.693,89870,230566,5.1,61.8
California,2024/1/1,39431.263,89870,200826,5.1,61.9
California,2024/2/1,39431.263,89870,179818,5.1,62.3
California,2024/3/1,39431.263,89870,219337,5.1,62.4
California,2024/4/1,39431.263,89870,172188,5.2,61.8
California,2024/5/1,39431.263,89870,164604,5.2,61.8
California,2024/6/1,39431.263,89870,229299,5.3,62
California,2024/7/1,39431.263,89870,170651,5.4,62.4
California,2024/8/1,39431.263,89870,197239,5.4,62.3
California,2024/9/1,39431.263,89870,151060,5.5,62.4
California,2024/10/1,39431.263,89870,164982,5.5,62.2
California,2024/11/1,39431.263,89870,220788,5.5,62.1
California,2024/12/1,39431.263,89870,187960,5.5,61.9
Colorado,1987/1/1,3260.48,64060,22763,8.4,70.5
Colorado,1987/2/1,3260.48,64060,16618,8.3,70.4
Colorado,1987/3/1,3260.48,64060,14233,8.2,70.3
Colorado,1987/4/1,3260.48,64060,15027,8,70.1
Colorado,1987/5/1,3260.48,64060,18755,7.8,69.9
Colorado,1987/6/1,3260.48,64060,11803,7.5,69.7
Colorado,1987/7/1,3260.48,64060,11168,7.3,69.6
Colorado,1987/8/1,3260.48,64060,12735,7.1,69.6
Colorado,1987/9/1,3260.48,64060,10510,7,69.6
Colorado,1987/10/1,3260.48,64060,15206,6.9,69.7
Colorado,1987/11/1,3260.48,64060,14823,6.9,69.9
Colorado,1987/12/1,3260.48,64060,17029,6.9,70
Colorado,1988/1/1,3262.281,61170,23333,6.9,70.1
Colorado,1988/2/1,3262.281,61170,15046,6.8,70.1
Colorado,1988/3/1,3262.281,61170,12419,6.7,70.1
Colorado,1988/4/1,3262.281,61170,16237,6.6,70
Colorado,1988/5/1,3262.281,61170,11120,6.5,70
Colorado,1988/6/1,3262.281,61170,9756,6.4,69.9
Colorado,1988/7/1,3262.281,61170,11831,6.4,69.9
Colorado,1988/8/1,3262.281,61170,9030,6.3,69.8
Colorado,1988/9/1,3262.281,61170,9341,6.3,69.6
Colorado,1988/10/1,3262.281,61170,13034,6.2,69.5
Colorado,1988/11/1,3262.281,61170,12545,6,69.4
Colorado,1988/12/1,3262.281,61170,18051,5.9,69.2
Colorado,1989/1/1,3275.818,59920,16452,5.8,69.1
Colorado,1989/2/1,3275.818,59920,13436,5.7,69.1
Colorado,1989/3/1,3275.818,59920,10876,5.6,69.1
Colorado,1989/4/1,3275.818,59920,14169,5.6,69.2
Colorado,1989/5/1,3275.818,59920,10069,5.6,69.3
Colorado,1989/6/1,3275.818,59920,9143,5.6,69.4
Colorado,1989/7/1,3275.818,59920,11027,5.6,69.6
Colorado,1989/8/1,3275.818,59920,8113,5.6,69.8
Colorado,1989/9/1,3275.818,59920,13744,5.6,70
