State,Year,Month,Unemployment Rate
Colorado,2012,02,8.3   
Connecticut,2012,02,8.3   
Delaware,2012,02,6.9   
District of Columbia,2012,02,9.4   
Florida,2012,02,9.1   
Georgia,2012,02,9.4   
Hawaii,2012,02,6.3   
Idaho,2012,02,7.8   
Illinois,2012,02,9.1   
Indiana,2012,02,8.3   
Iowa,2012,02,5.1   
Kansas,2012,02,5.8   
Kentucky,2012,02,8.3   
Louisiana,2012,02,7.0   
Maine,2012,02,7.2   
Maryland,2012,02,6.9   
Massachusetts,2012,02,6.7   
Michigan,2012,02,9.1   
Minnesota,2012,02,5.8   
Mississippi,2012,02,9.0   
Missouri,2012,02,7.4   
Montana,2012,02,5.9   
Nebraska,2012,02,4.0   
Nevada,2012,02,12.1   
New Hampshire,2012,02,5.2   
New Jersey,2012,02,9.3   
New Mexico,2012,02,7.0   
New York,2012,02,8.7   
New York city,2012,02,9.6   
North Carolina,2012,02,9.7   
North Dakota,2012,02,2.9   
Ohio,2012,02,7.6   
Oklahoma,2012,02,5.1   
Oregon,2012,02,8.8   
Pennsylvania,2012,02,7.4   
Rhode Island,2012,02,10.8   
South Carolina,2012,02,9.5   
South Dakota,2012,02,4.1   
Tennessee,2012,02,8.1   
Texas,2012,02,7.0   
Utah,2012,02,4.7   
Vermont,2012,02,4.8   
Virginia,2012,02,6.0   
Washington,2012,02,8.9   
West Virginia,2012,02,7.0   
Wisconsin,2012,02,6.9   
Wyoming,2012,02,5.6   
Alabama,2012,03,8.4   
Alaska,2012,03,7.2   
Arizona,2012,03,8.6   
Arkansas,2012,03,7.3   
California,2012,03,10.8   
Los Angeles County,2012,03,11.3   
Colorado,2012,03,8.3   
Connecticut,2012,03,8.3   
Delaware,2012,03,6.9   
District of Columbia,2012,03,9.3   
Florida,2012,03,9.0   
Georgia,2012,03,9.3   
Hawaii,2012,03,6.3   
Idaho,2012,03,7.7   
Illinois,2012,03,9.0   
Indiana,2012,03,8.2   
Iowa,2012,03,5.1   
Kansas,2012,03,5.8   
Kentucky,2012,03,8.2   
Louisiana,2012,03,7.0   
Maine,2012,03,7.2   
Maryland,2012,03,6.9   
Massachusetts,2012,03,6.7   
Michigan,2012,03,9.1   
Minnesota,2012,03,5.7   
Mississippi,2012,03,8.9   
Missouri,2012,03,7.3   
Montana,2012,03,5.9   
Nebraska,2012,03,3.9   
Nevada,2012,03,12.0   
New Hampshire,2012,03,5.3   
New Jersey,2012,03,9.4   
New Mexico,2012,03,7.0   
New York,2012,03,8.7   
New York city,2012,03,9.6   
North Carolina,2012,03,9.6   
North Dakota,2012,03,2.9   
Ohio,2012,03,7.5   
Oklahoma,2012,03,5.1   
Oregon,2012,03,8.8   
Pennsylvania,2012,03,7.5   
Rhode Island,2012,03,10.7   
South Carolina,2012,03,9.4   
South Dakota,2012,03,4.0   
Tennessee,2012,03,8.0   
Texas,2012,03,6.7   
Utah,2012,03,4.8   
Vermont,2012,03,4.8   
Virginia,2012,03,5.9   
Washington,2012,03,8.9   
West Virginia,2012,03,7.0   
Wisconsin,2012,03,6.9   
Wyoming,2012,03,5.6   
Alabama,2012,04,8.4   
Alaska,2012,04,7.2   
Arizona,2012,04,8.5   
Arkansas,2012,04,7.3   
California,2012,04,10.7   
Los Angeles County,2012,04,11.2   
Colorado,2012,04,8.2   
Connecticut,2012,04,8.4   
Delaware,2012,04,7.0   
District of Columbia,2012,04,9.2   
Florida,2012,04,8.9   
Georgia,2012,04,9.3   
Hawaii,2012,04,6.2   
Idaho,2012,04,7.6   
Illinois,2012,04,9.0   
Indiana,2012,04,8.2   
Iowa,2012,04,5.0   
Kansas,2012,04,5.8   
Kentucky,2012,04,8.2   
Louisiana,2012,04,6.9   
Maine,2012,04,7.2   
Maryland,2012,04,6.9   
Massachusetts,2012,04,6.7   
Michigan,2012,04,9.1   
Minnesota,2012,04,5.7   
Mississippi,2012,04,8.9   
Missouri,2012,04,7.2   
Montana,2012,04,5.9   
Nebraska,2012,04,3.9   
Nevada,2012,04,11.9   
New Hampshire,2012,04,5.4   
New Jersey,2012,04,9.5   
New Mexico,2012,04,7.0   
New York,2012,04,8.8   
New York city,2012,04,9.7   
North Carolina,2012,04,9.5   
North Dakota,2012,04,2.9   
Ohio,2012,04,7.4   
Oklahoma,2012,04,5.0   
Oregon,2012,04,8.8   
Pennsylvania,2012,04,7.5   
Rhode Island,2012,04,10.6   
South Carolina,2012,04,9.4   
South Dakota,2012,04,4.0   
Tennessee,2012,04,8.0   
Texas,2012,04,6.8   
Utah,2012,04,4.8   
Vermont,2012,04,4.8   
Virginia,2012,04,5.9   
Washington,2012,04,8.9   
West Virginia,2012,04,7.1   
Wisconsin,2012,04,7.0   
Wyoming,2012,04,5.6   
Alabama,2012,05,8.4   
Alaska,2012,05,7.2   
Arizona,2012,05,8.5   
Arkansas,2012,05,7.3   
California,2012,05,10.7   
Los Angeles County,2012,05,11.1   
Colorado,2012,05,8.2   
Connecticut,2012,05,8.4   
Delaware,2012,05,7.0   
District of Columbia,2012,05,9.1   
Florida,2012,05,8.9   
Georgia,2012,05,9.2   
Hawaii,2012,05,6.1   
Idaho,2012,05,7.7   
Illinois,2012,05,9.0   
Indiana,2012,05,8.2   
Iowa,2012,05,5.0   
Kansas,2012,05,5.7   
Kentucky,2012,05,8.2   
Louisiana,2012,05,6.9   
Maine,2012,05,7.3   
Maryland,2012,05,6.9   
Massachusetts,2012,05,6.7   
Michigan,2012,05,9.1   
Minnesota,2012,05,5.7   
Mississippi,2012,05,8.9   
Missouri,2012,05,7.2   
Montana,2012,05,5.9   
Nebraska,2012,05,3.9   
Nevada,2012,05,11.8   
New Hampshire,2012,05,5.5   
New Jersey,2012,05,9.6   
New Mexico,2012,05,7.0   
New York,2012,05,8.8   
New York city,2012,05,9.7   
North Carolina,2012,05,9.6   
North Dakota,2012,05,2.9   
Ohio,2012,05,7.4   
Oklahoma,2012,05,5.0   
Oregon,2012,05,8.8   
Pennsylvania,2012,05,7.6   
Rhode Island,2012,05,10.5   
South Carolina,2012,05,9.3   
South Dakota,2012,05,4.0   
Tennessee,2012,05,8.0   
Texas,2012,05,6.8   
Utah,2012,05,4.8   
Vermont,2012,05,4.8   
Virginia,2012,05,5.9   
Washington,2012,05,9.0   
West Virginia,2012,05,7.2   
Wisconsin,2012,05,7.0   
Wyoming,2012,05,5.6   
Alabama,2012,06,8.3   
Alaska,2012,06,7.2   
Arizona,2012,06,8.4   
Arkansas,2012,06,7.3   
California,2012,06,10.5   
Los Angeles County,2012,06,10.9   
Colorado,2012,06,8.2   
Connecticut,2012,06,8.5   
Delaware,2012,06,7.0   
District of Columbia,2012,06,9.0   
Florida,2012,06,8.8   
Georgia,2012,06,9.1   
Hawaii,2012,06,6.0   
Idaho,2012,06,7.7   
Illinois,2012,06,9.0   
Indiana,2012,06,8.2   
Iowa,2012,06,5.0   
Kansas,2012,06,5.7   
Kentucky,2012,06,8.2   
Louisiana,2012,06,6.8   
Maine,2012,06,7.3   
Maryland,2012,06,6.9   
Massachusetts,2012,06,6.7   
Michigan,2012,06,9.1   
Minnesota,2012,06,5.7   
Mississippi,2012,06,8.9   
Missouri,2012,06,7.1   
Montana,2012,06,5.9   
Nebraska,2012,06,3.9   
Nevada,2012,06,11.7   
New Hampshire,2012,06,5.5   
New Jersey,2012,06,9.6   
New Mexico,2012,06,7.0   
New York,2012,06,8.8   
New York city,2012,06,9.6   
North Carolina,2012,06,9.6   
North Dakota,2012,06,2.9   
Ohio,2012,06,7.3   
Oklahoma,2012,06,5.1   
Oregon,2012,06,8.8   
Pennsylvania,2012,06,7.7   
Rhode Island,2012,06,10.4   
South Carolina,2012,06,9.2   
South Dakota,2012,06,4.1   
Tennessee,2012,06,8.0   
Texas,2012,06,6.8   
Utah,2012,06,4.8   
Vermont,2012,06,4.9   
Virginia,2012,06,5.9   
Washington,2012,06,9.1   
West Virginia,2012,06,7.3   
Wisconsin,2012,06,7.0   
Wyoming,2012,06,5.6   
Alabama,2012,07,8.2   
Alaska,2012,07,7.1   
Arizona,2012,07,8.4   
Arkansas,2012,07,7.2   
California,2012,07,10.4   
Los Angeles County,2012,07,10.8   
Colorado,2012,07,8.1   
Connecticut,2012,07,8.5   
Delaware,2012,07,7.0   
District of Columbia,2012,07,8.8   
Florida,2012,07,8.7   
Georgia,2012,07,9.0   
Hawaii,2012,07,5.8   
Idaho,2012,07,7.6   
Illinois,2012,07,9.0   
Indiana,2012,07,8.2   
Iowa,2012,07,5.0   
Kansas,2012,07,5.6   
Kentucky,2012,07,8.2   
Louisiana,2012,07,6.7   
Maine,2012,07,7.3   
Maryland,2012,07,6.9   
Massachusetts,2012,07,6.7   
Michigan,2012,07,9.1   
Minnesota,2012,07,5.7   
Mississippi,2012,07,8.8   
Missouri,2012,07,7.1   
Montana,2012,07,5.8   
Nebraska,2012,07,3.9   
Nevada,2012,07,11.5   
New Hampshire,2012,07,5.6   
New Jersey,2012,07,9.6   
New Mexico,2012,07,6.9   
New York,2012,07,8.8   
New York city,2012,07,9.5   
North Carolina,2012,07,9.7   
North Dakota,2012,07,2.9   
Ohio,2012,07,7.3   
Oklahoma,2012,07,5.1   
Oregon,2012,07,8.7   
Pennsylvania,2012,07,7.7   
Rhode Island,2012,07,10.3   
South Carolina,2012,07,9.0   
South Dakota,2012,07,4.1   
Tennessee,2012,07,7.9   
Texas,2012,07,6.7   
Utah,2012,07,4.8   
Vermont,2012,07,4.9   
Virginia,2012,07,5.8   
Washington,2012,07,8.8   
West Virginia,2012,07,7.4   
Wisconsin,2012,07,7.0   
Wyoming,2012,07,5.5   
Alabama,2012,08,8.1   
Alaska,2012,08,7.1   
Arizona,2012,08,8.3   
Arkansas,2012,08,7.2   
California,2012,08,10.2   
Los Angeles County,2012,08,10.6   
Colorado,2012,08,7.9   
Connecticut,2012,08,8.5   
Delaware,2012,08,7.0   
District of Columbia,2012,08,8.7   
Florida,2012,08,8.5   
Georgia,2012,08,8.9   
Hawaii,2012,08,5.6   
Idaho,2012,08,7.5   
Illinois,2012,08,9.0   
Indiana,2012,08,8.2   
Iowa,2012,08,5.0   
Kansas,2012,08,5.6   
Kentucky,2012,08,8.2   
Louisiana,2012,08,6.5   
Maine,2012,08,7.2   
Maryland,2012,08,6.8   
Massachusetts,2012,08,6.7   
Michigan,2012,08,9.0   
Minnesota,2012,08,5.7   
Mississippi,2012,08,8.8   
Missouri,2012,08,7.0   
Montana,2012,08,5.8   
Nebraska,2012,08,3.8   
Nevada,2012,08,11.3   
New Hampshire,2012,08,5.6   
New Jersey,2012,08,9.5   
New Mexico,2012,08,6.9   
New York,2012,08,8.7   
New York city,2012,08,9.4   
North Carolina,2012,08,9.6   
North Dakota,2012,08,2.9   
Ohio,2012,08,7.2   
Oklahoma,2012,08,5.0   
Oregon,2012,08,8.7   
Pennsylvania,2012,08,7.7   
Rhode Island,2012,08,10.2   
South Carolina,2012,08,8.8   
South Dakota,2012,08,4.0   
Tennessee,2012,08,7.8   
Texas,2012,08,6.6   
Utah,2012,08,4.7   
Vermont,2012,08,4.8   
Virginia,2012,08,5.8   
Washington,2012,08,8.4   
West Virginia,2012,08,7.4   
Wisconsin,2012,08,6.9   
Wyoming,2012,08,5.4   
Alabama,2012,09,7.9   
Alaska,2012,09,7.0   
Arizona,2012,09,8.2   
Arkansas,2012,09,7.2   
California,2012,09,10.1   
Los Angeles County,2012,09,10.5   
Colorado,2012,09,7.8   
Connecticut,2012,09,8.4   
Delaware,2012,09,7.0   
District of Columbia,2012,09,8.6   
Florida,2012,09,8.4   
Georgia,2012,09,8.8   
Hawaii,2012,09,5.4   
Idaho,2012,09,7.3   
Illinois,2012,09,8.9   
Indiana,2012,09,8.1   
Iowa,2012,09,5.0   
Kansas,2012,09,5.6   
Kentucky,2012,09,8.1   
Louisiana,2012,09,6.4   
Maine,2012,09,7.2   
Maryland,2012,09,6.8   
Massachusetts,2012,09,6.7   
Michigan,2012,09,9.0   
Minnesota,2012,09,5.6   
Mississippi,2012,09,8.7   
Missouri,2012,09,7.0   
Montana,2012,09,5.7   
Nebraska,2012,09,3.9   
Nevada,2012,09,11.2   
New Hampshire,2012,09,5.6   
New Jersey,2012,09,9.5   
New Mexico,2012,09,6.9   
New York,2012,09,8.6   
New York city,2012,09,9.3   
North Carolina,2012,09,9.5   
North Dakota,2012,09,3.0   
Ohio,2012,09,7.2   
Oklahoma,2012,09,5.0   
Oregon,2012,09,8.6   
Pennsylvania,2012,09,7.6   
Rhode Island,2012,09,10.0   
South Carolina,2012,09,8.7   
South Dakota,2012,09,4.0   
Tennessee,2012,09,7.8   
Texas,2012,09,6.5   
Utah,2012,09,4.7   
Vermont,2012,09,4.8   
Virginia,2012,09,5.7   
Washington,2012,09,8.0   
West Virginia,2012,09,7.3   
Wisconsin,2012,09,6.8   
Wyoming,2012,09,5.3   
Alabama,2012,10,7.8   
Alaska,2012,10,7.0   
Arizona,2012,10,8.1   
Arkansas,2012,10,7.2   
California,2012,10,9.9   
Los Angeles County,2012,10,10.4   
Colorado,2012,10,7.6   
Connecticut,2012,10,8.4   
Delaware,2012,10,6.9   
District of Columbia,2012,10,8.6   
Florida,2012,10,8.3   
Georgia,2012,10,8.7   
Hawaii,2012,10,5.3   
Idaho,2012,10,7.3   
Illinois,2012,10,9.0   
Indiana,2012,10,8.2   
Iowa,2012,10,4.9   
Kansas,2012,10,5.5   
Kentucky,2012,10,8.1   
Louisiana,2012,10,6.4   
Maine,2012,10,7.1   
Maryland,2012,10,6.8   
Massachusetts,2012,10,6.7   
Michigan,2012,10,9.0   
Minnesota,2012,10,5.6   
Mississippi,2012,10,8.7   
Missouri,2012,10,7.0   
Montana,2012,10,5.6   
Nebraska,2012,10,3.9   
Nevada,2012,10,11.0   
New Hampshire,2012,10,5.6   
New Jersey,2012,10,9.4   
New Mexico,2012,10,6.9   
New York,2012,10,8.5   
New York city,2012,10,9.2   
North Carolina,2012,10,9.5   
North Dakota,2012,10,3.0   
Ohio,2012,10,7.3   
Oklahoma,2012,10,5.1   
Oregon,2012,10,8.6   
Pennsylvania,2012,10,7.6   
Rhode Island,2012,10,9.9   
South Carolina,2012,10,8.6   
South Dakota,2012,10,4.0   
Tennessee,2012,10,7.7   
Texas,2012,10,6.5   
Utah,2012,10,4.6   
Vermont,2012,10,4.7   
Virginia,2012,10,5.7   
Washington,2012,10,7.7   
West Virginia,2012,10,7.3   
Wisconsin,2012,10,6.8   
Wyoming,2012,10,5.2   
Alabama,2012,11,7.8   
Alaska,2012,11,7.0   
Arizona,2012,11,8.1   
Arkansas,2012,11,7.2   
California,2012,11,9.8   
Los Angeles County,2012,11,10.4   
Colorado,2012,11,7.5   
Connecticut,2012,11,8.3   
Delaware,2012,11,6.9   
District of Columbia,2012,11,8.6   
Florida,2012,11,8.2   
Georgia,2012,11,8.7   
Hawaii,2012,11,5.2   
Idaho,2012,11,7.1   
Illinois,2012,11,9.0   
Indiana,2012,11,8.2   
Iowa,2012,11,4.9   
Kansas,2012,11,5.6   
Kentucky,2012,11,8.1   
Louisiana,2012,11,6.4   
Maine,2012,11,7.1   
Maryland,2012,11,6.8   
Massachusetts,2012,11,6.7   
Michigan,2012,11,9.0   
Minnesota,2012,11,5.5   
Mississippi,2012,11,8.6   
Missouri,2012,11,7.0   
Montana,2012,11,5.5   
Nebraska,2012,11,3.9   
Nevada,2012,11,10.9   
New Hampshire,2012,11,5.6   
New Jersey,2012,11,9.4   
New Mexico,2012,11,6.9   
New York,2012,11,8.4   
New York city,2012,11,9.2   
North Carolina,2012,11,9.5   
North Dakota,2012,11,3.0   
Ohio,2012,11,7.3   
Oklahoma,2012,11,5.1   
Oregon,2012,11,8.5   
Pennsylvania,2012,11,7.6   
Rhode Island,2012,11,9.7   
South Carolina,2012,11,8.5   
South Dakota,2012,11,3.9   
Tennessee,2012,11,7.8   
Texas,2012,11,6.5   
Utah,2012,11,4.6   
Vermont,2012,11,4.6   
Virginia,2012,11,5.6   
Washington,2012,11,7.4   
West Virginia,2012,11,7.2   
Wisconsin,2012,11,6.8   
Wyoming,2012,11,5.1   
Alabama,2012,12,7.7   
Alaska,2012,12,7.0   
Arizona,2012,12,8.1   
Arkansas,2012,12,7.2   
California,2012,12,9.7   
Los Angeles County,2012,12,10.4   
Colorado,2012,12,7.4   
Connecticut,2012,12,8.3   
Delaware,2012,12,6.9   
District of Columbia,2012,12,8.6   
Florida,2012,12,8.1   
Georgia,2012,12,8.6   
Hawaii,2012,12,5.1   
Idaho,2012,12,7.2   
Illinois,2012,12,9.1   
Indiana,2012,12,8.2   
Iowa,2012,12,4.9   
Kansas,2012,12,5.6   
Kentucky,2012,12,8.0   
Louisiana,2012,12,6.5   
Maine,2012,12,7.1   
Maryland,2012,12,6.8   
Massachusetts,2012,12,6.7   
Michigan,2012,12,9.0   
Minnesota,2012,12,5.4   
Mississippi,2012,12,8.6   
Missouri,2012,12,6.9   
Montana,2012,12,5.5   
Nebraska,2012,12,3.9   
Nevada,2012,12,10.8   
New Hampshire,2012,12,5.6   
New Jersey,2012,12,9.3   
New Mexico,2012,12,6.9   
New York,2012,12,8.4   
New York city,2012,12,9.2   
North Carolina,2012,12,9.6   
North Dakota,2012,12,3.0   
Ohio,2012,12,7.4   
Oklahoma,2012,12,5.1   
Oregon,2012,12,8.5   
Pennsylvania,2012,12,7.6   
Rhode Island,2012,12,9.6   
South Carolina,2012,12,8.4   
South Dakota,2012,12,3.9   
Tennessee,2012,12,7.8   
Texas,2012,12,6.5   
Utah,2012,12,4.5   
Vermont,2012,12,4.6   
Virginia,2012,12,5.6   
Washington,2012,12,7.2   
West Virginia,2012,12,7.1   
Wisconsin,2012,12,6.9   
Wyoming,2012,12,5.1   
Alabama,2013,01,7.7   
Alaska,2013,01,7.0   
Arizona,2013,01,8.1   
Arkansas,2013,01,7.2   
California,2013,01,9.6   
Los Angeles County,2013,01,10.3   
Colorado,2013,01,7.3   
Connecticut,2013,01,8.3   
Delaware,2013,01,6.9   
District of Columbia,2013,01,8.6   
Florida,2013,01,8.0   
Georgia,2013,01,8.6   
Hawaii,2013,01,5.0   
Idaho,2013,01,7.2   
Illinois,2013,01,9.2   
Indiana,2013,01,8.2   
Iowa,2013,01,4.9   
Kansas,2013,01,5.6   
Kentucky,2013,01,8.0   
Louisiana,2013,01,6.6   
Maine,2013,01,7.1   
Maryland,2013,01,6.8   
Massachusetts,2013,01,6.7   
Michigan,2013,01,9.0   
Minnesota,2013,01,5.4   
Mississippi,2013,01,8.7   
Missouri,2013,01,6.9   
Montana,2013,01,5.5   
Nebraska,2013,01,3.9   
Nevada,2013,01,10.7   
New Hampshire,2013,01,5.6   
New Jersey,2013,01,9.2   
New Mexico,2013,01,7.0   
New York,2013,01,8.3   
New York city,2013,01,9.1   
North Carolina,2013,01,9.7   
North Dakota,2013,01,3.0   
Ohio,2013,01,7.5   
Oklahoma,2013,01,5.2   
Oregon,2013,01,8.4   
Pennsylvania,2013,01,7.5   
Rhode Island,2013,01,9.6   
South Carolina,2013,01,8.4   
South Dakota,2013,01,3.9   
Tennessee,2013,01,7.9   
Texas,2013,01,6.5   
Utah,2013,01,4.5   
Vermont,2013,01,4.6   
Virginia,2013,01,5.6   
Washington,2013,01,7.0   
West Virginia,2013,01,7.0   
Wisconsin,2013,01,6.9   
Wyoming,2013,01,5.0   
Alabama,2013,02,7.6   
Alaska,2013,02,7.0   
Arizona,2013,02,8.1   
Arkansas,2013,02,7.2   
California,2013,02,9.5   
Los Angeles County,2013,02,10.3   
Colorado,2013,02,7.1   
Connecticut,2013,02,8.3   
Delaware,2013,02,6.9   
District of Columbia,2013,02,8.6   
Florida,2013,02,7.9   
Georgia,2013,02,8.5   
Hawaii,2013,02,4.9   
Idaho,2013,02,7.1   
Illinois,2013,02,9.3   
Indiana,2013,02,8.2   
Iowa,2013,02,4.9   
Kansas,2013,02,5.6   
Kentucky,2013,02,8.0   
Louisiana,2013,02,6.7   
Maine,2013,02,7.0   
Maryland,2013,02,6.9   
Massachusetts,2013,02,6.8   
Michigan,2013,02,9.0   
Minnesota,2013,02,5.3   
Mississippi,2013,02,8.7   
Missouri,2013,02,6.9   
Montana,2013,02,5.4   
Nebraska,2013,02,3.9   
Nevada,2013,02,10.6   
New Hampshire,2013,02,5.5   
New Jersey,2013,02,9.1   
New Mexico,2013,02,7.0   
New York,2013,02,8.2   
New York city,2013,02,9.1   
North Carolina,2013,02,9.2   
North Dakota,2013,02,3.0   
Ohio,2013,02,7.5   
Oklahoma,2013,02,5.2   
Oregon,2013,02,8.3   
Pennsylvania,2013,02,7.4   
Rhode Island,2013,02,9.5   
South Carolina,2013,02,8.2   
South Dakota,2013,02,3.8   
Tennessee,2013,02,7.9   
Texas,2013,02,6.6   
Utah,2013,02,4.4   
Vermont,2013,02,4.5   
Virginia,2013,02,5.6   
Washington,2013,02,6.6   
West Virginia,2013,02,6.9   
Wisconsin,2013,02,7.0   
Wyoming,2013,02,5.0   
Alabama,2013,03,7.5   
Alaska,2013,03,6.9   
Arizona,2013,03,8.1   
Arkansas,2013,03,7.2   
California,2013,03,9.4   
Los Angeles County,2013,03,10.2   
Colorado,2013,03,7.0   
Connecticut,2013,03,8.2   
Delaware,2013,03,6.8   
District of Columbia,2013,03,8.6   
Florida,2013,03,7.9   
Georgia,2013,03,8.5   
Hawaii,2013,03,4.8   
Idaho,2013,03,7.0   
Illinois,2013,03,9.3   
Indiana,2013,03,8.1   
Iowa,2013,03,4.9   
Kansas,2013,03,5.5   
Kentucky,2013,03,8.0   
Louisiana,2013,03,6.8   
Maine,2013,03,7.0   
Maryland,2013,03,6.8   
Massachusetts,2013,03,6.8   
Michigan,2013,03,8.9   
Minnesota,2013,03,5.2   
Mississippi,2013,03,8.7   
Missouri,2013,03,6.9   
Montana,2013,03,5.4   
Nebraska,2013,03,3.8   
Nevada,2013,03,10.5   
New Hampshire,2013,03,5.5   
New Jersey,2013,03,9.0   
New Mexico,2013,03,7.0   
New York,2013,03,8.1   
New York city,2013,03,9.0   
North Carolina,2013,03,8.9   
North Dakota,2013,03,3.0   
Ohio,2013,03,7.5   
Oklahoma,2013,03,5.2   
Oregon,2013,03,8.2   
Pennsylvania,2013,03,7.3   
Rhode Island,2013,03,9.5   
South Carolina,2013,03,8.1   
South Dakota,2013,03,3.8   
Tennessee,2013,03,7.9   
Texas,2013,03,6.6   
Utah,2013,03,4.4   
Vermont,2013,03,4.5   
Virginia,2013,03,5.6   
Washington,2013,03,6.6   
West Virginia,2013,03,6.8   
Wisconsin,2013,03,7.0   
Wyoming,2013,03,4.9   
Alabama,2013,04,7.4   
Alaska,2013,04,6.9   
Arizona,2013,04,8.0   
Arkansas,2013,04,7.2   
California,2013,04,9.3   
Los Angeles County,2013,04,10.1   
Colorado,2013,04,6.9   
Connecticut,2013,04,8.2   
Delaware,2013,04,6.8   
District of Columbia,2013,04,8.6   
Florida,2013,04,7.7   
Georgia,2013,04,8.4   
Hawaii,2013,04,4.7   
Idaho,2013,04,7.0   
Illinois,2013,04,9.3   
Indiana,2013,04,8.0   
Iowa,2013,04,4.9   
Kansas,2013,04,5.5   
Kentucky,2013,04,8.0   
Louisiana,2013,04,6.7   
Maine,2013,04,6.9   
Maryland,2013,04,6.8   
Massachusetts,2013,04,6.8   
Michigan,2013,04,8.9   
Minnesota,2013,04,5.2   
Mississippi,2013,04,8.7   
Missouri,2013,04,6.8   
Montana,2013,04,5.4   
Nebraska,2013,04,3.8   
Nevada,2013,04,10.3   
New Hampshire,2013,04,5.4   
New Jersey,2013,04,8.9   
New Mexico,2013,04,7.0   
New York,2013,04,8.0   
New York city,2013,04,9.0   
North Carolina,2013,04,8.5   
North Dakota,2013,04,2.9   
Ohio,2013,04,7.5   
Oklahoma,2013,04,5.2   
Oregon,2013,04,8.1   
Pennsylvania,2013,04,7.2   
Rhode Island,2013,04,9.5   
South Carolina,2013,04,7.9   
South Dakota,2013,04,3.8   
Tennessee,2013,04,7.9   
Texas,2013,04,6.5   
Utah,2013,04,4.3   
Vermont,2013,04,4.5   
Virginia,2013,04,5.6   
Washington,2013,04,6.7   
West Virginia,2013,04,6.7   
Wisconsin,2013,04,6.9   
Wyoming,2013,04,4.8   
Alabama,2013,05,7.3   
Alaska,2013,05,6.9   
Arizona,2013,05,8.0   
Arkansas,2013,05,7.2   
California,2013,05,9.2   
Los Angeles County,2013,05,10.0   
Colorado,2013,05,6.9   
Connecticut,2013,05,8.1   
Delaware,2013,05,6.7   
District of Columbia,2013,05,8.5   
Florida,2013,05,7.6   
Georgia,2013,05,8.3   
Hawaii,2013,05,4.7   
Idaho,2013,05,7.0   
Illinois,2013,05,9.2   
Indiana,2013,05,7.8   
Iowa,2013,05,4.8   
Kansas,2013,05,5.4   
Kentucky,2013,05,8.0   
Louisiana,2013,05,6.6   
Maine,2013,05,6.8   
Maryland,2013,05,6.7   
Massachusetts,2013,05,6.8   
Michigan,2013,05,8.8   
Minnesota,2013,05,5.1   
Mississippi,2013,05,8.6   
Missouri,2013,05,6.8   
Montana,2013,05,5.4   
Nebraska,2013,05,3.8   
Nevada,2013,05,10.2   
New Hampshire,2013,05,5.3   
New Jersey,2013,05,8.7   
New Mexico,2013,05,6.9   
New York,2013,05,8.0   
New York city,2013,05,8.9   
North Carolina,2013,05,8.2   
North Dakota,2013,05,2.9   
Ohio,2013,05,7.5   
Oklahoma,2013,05,5.1   
Oregon,2013,05,7.9   
Pennsylvania,2013,05,7.1   
Rhode Island,2013,05,9.6   
South Carolina,2013,05,7.7   
South Dakota,2013,05,3.8   
Tennessee,2013,05,7.8   
Texas,2013,05,6.5   
Utah,2013,05,4.3   
Vermont,2013,05,4.5   
Virginia,2013,05,5.6   
Washington,2013,05,6.7   
West Virginia,2013,05,6.6   
Wisconsin,2013,05,6.8   
Wyoming,2013,05,4.7   
Alabama,2013,06,7.3   
Alaska,2013,06,6.9   
Arizona,2013,06,7.9   
Arkansas,2013,06,7.1   
California,2013,06,9.1   
Los Angeles County,2013,06,10.0   
Colorado,2013,06,6.8   
Connecticut,2013,06,8.1   
Delaware,2013,06,6.6   
District of Columbia,2013,06,8.5   
Florida,2013,06,7.6   
Georgia,2013,06,8.2   
Hawaii,2013,06,4.6   
Idaho,2013,06,7.1   
Illinois,2013,06,9.2   
Indiana,2013,06,7.7   
Iowa,2013,06,4.8   
Kansas,2013,06,5.4   
Kentucky,2013,06,8.0   
Louisiana,2013,06,6.6   
Maine,2013,06,6.7   
Maryland,2013,06,6.7   
Massachusetts,2013,06,6.8   
Michigan,2013,06,8.8   
Minnesota,2013,06,5.1   
Mississippi,2013,06,8.5   
Missouri,2013,06,6.8   
Montana,2013,06,5.4   
Nebraska,2013,06,3.8   
Nevada,2013,06,10.0   
New Hampshire,2013,06,5.2   
New Jersey,2013,06,8.6   
New Mexico,2013,06,6.9   
New York,2013,06,7.9   
New York city,2013,06,9.0   
North Carolina,2013,06,7.9   
North Dakota,2013,06,2.9   
Ohio,2013,06,7.5   
Oklahoma,2013,06,5.1   
Oregon,2013,06,7.8   
Pennsylvania,2013,06,7.1   
Rhode Island,2013,06,9.6   
South Carolina,2013,06,7.6   
South Dakota,2013,06,3.7   
Tennessee,2013,06,7.8   
Texas,2013,06,6.4   
Utah,2013,06,4.2   
Vermont,2013,06,4.5   
Virginia,2013,06,5.6   
Washington,2013,06,6.7   
West Virginia,2013,06,6.6   
Wisconsin,2013,06,6.7   
Wyoming,2013,06,4.7   
Alabama,2013,07,7.3   
Alaska,2013,07,6.9   
Arizona,2013,07,7.9   
Arkansas,2013,07,7.1   
California,2013,07,9.0   
Los Angeles County,2013,07,9.9   
Colorado,2013,07,6.8   
Connecticut,2013,07,8.0   
Delaware,2013,07,6.5   
District of Columbia,2013,07,8.5   
Florida,2013,07,7.5   
